dateCreated,dateUpdated,status,scrape_date,title,body,full_review,rating,isRecommended,helpfulCount,unhelpfulCount,isIncentivized,productName,productVariantName,productUrl,productImageUrl,variantId,tags,attributesWithRating,productAttributes,adaptability_for_various_users_mention,adaptability_for_various_users_sentiment,adjustable_features_mention,adjustable_features_sentiment,armrest_and_headrest_features_mention,armrest_and_headrest_features_sentiment,backrest_comfort_and_adjustability_mention,backrest_comfort_and_adjustability_sentiment,comparison_with_competitors_mention,comparison_with_competitors_sentiment,cost_vs_value_mention,cost_vs_value_sentiment,customer_loyalty_and_satisfaction_mention,customer_loyalty_and_satisfaction_sentiment,customer_service_mention,customer_service_sentiment,delivery_and_packaging_mention,delivery_and_packaging_sentiment,ease_of_assembly_mention,ease_of_assembly_sentiment,longevity_mention,longevity_sentiment,lumbar_support_quality_mention,lumbar_support_quality_sentiment,material_and_build_quality_mention,material_and_build_quality_sentiment,posture_and_extended_sitting_comfort_mention,posture_and_extended_sitting_comfort_sentiment,recommendations_for_specific_users_mention,recommendations_for_specific_users_sentiment,seat_cushion_firmness_mention,seat_cushion_firmness_sentiment,tall_mention,tall_sentiment,visual_appeal_and_fit_mention,visual_appeal_and_fit_sentiment,warranty_and_return_policies_mention,warranty_and_return_policies_sentiment,wheels_and_floor_compatibility_mention,wheels_and_floor_compatibility_sentiment
2024-04-18T21:06:49.357Z,2024-04-18T21:06:49.357Z,approved,2024-11-28,Traded in an old station wagon for a new sports’ car,Compared to some flat pack furniture assembly the chair was ridiculously easy and you even supplied redundant fasteners . Who does that?,Traded in an old station wagon for a new sports’ car: Compared to some flat pack furniture assembly the chair was ridiculously easy and you even supplied redundant fasteners . Who does that?,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-04-16T22:03:21.327Z,2024-04-16T22:03:21.327Z,approved,2024-11-28,Highly Recommend,"Exactly as described but even better. Very pleased with chair, comfortable easy to assemble and operate. 
Well worth the money!
Thank you!","Highly Recommend: Exactly as described but even better. Very pleased with chair, comfortable easy to assemble and operate. 
Well worth the money!
Thank you!",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-14T22:08:54.927Z,2024-04-14T22:08:54.927Z,approved,2024-11-28,Great pick,Looks great and was very easy to put together. Very comfortable and a good value.,Great pick: Looks great and was very easy to put together. Very comfortable and a good value.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-11T20:19:48.910Z,2024-04-11T20:19:48.910Z,approved,2024-11-28,Great Chair!,"This chair is great. I do agree with other reviewers though that it is better for shorter people. I am 5'1"" and it works great for me but it didn't work for my husband who is 6'2"". Comfortable and heavy good quality.","Great Chair!: This chair is great. I do agree with other reviewers though that it is better for shorter people. I am 5'1"" and it works great for me but it didn't work for my husband who is 6'2"". Comfortable and heavy good quality.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,1,negative,1,positive,0,not mentioned,0,not mentioned
2024-04-10T23:43:54.077Z,2024-04-10T23:43:54.077Z,approved,2024-11-28,Finally a chair I love,I love this chair! I’ve tried many chairs and none of them fit right. This chair is pretty affordable. Like that the seat can more forward and backward. Very comfortable and fits me just right. Nice fabric on the chair. Easy to assemble.,Finally a chair I love: I love this chair! I’ve tried many chairs and none of them fit right. This chair is pretty affordable. Like that the seat can more forward and backward. Very comfortable and fits me just right. Nice fabric on the chair. Easy to assemble.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-09T23:11:37.293Z,2024-04-09T23:11:37.293Z,approved,2024-11-28,"Beautiful, adjustable & easy to assemble","I was very nervous about this large purchase but couldn't be happier! I love how adjustable it is while also being very easy to put together. I got the coral color and it's beautiful in person, exactly as anticipated. My favorite thing is the adjustable lumbar support and the cushion!","Beautiful, adjustable & easy to assemble: I was very nervous about this large purchase but couldn't be happier! I love how adjustable it is while also being very easy to put together. I got the coral color and it's beautiful in person, exactly as anticipated. My favorite thing is the adjustable lumbar support and the cushion!",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-09T21:32:38.230Z,2024-04-09T21:32:38.230Z,approved,2024-11-28,Love this chair,"Love everything about this chair. I work from home and sit for around 6 hours a day, my body still feels good at the end of the workday. The chair cushion is a good firmness, I hope it holds its comfort over time. I had the basic model of this chair and the cushion wore out after 2 years of usage. The support team at branch are 10/10. I was originally a customer because my wife liked the aesthetics of their products, I’m now a repeat customer because the company themselves are awesome.","Love this chair: Love everything about this chair. I work from home and sit for around 6 hours a day, my body still feels good at the end of the workday. The chair cushion is a good firmness, I hope it holds its comfort over time. I had the basic model of this chair and the cushion wore out after 2 years of usage. The support team at branch are 10/10. I was originally a customer because my wife liked the aesthetics of their products, I’m now a repeat customer because the company themselves are awesome.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,1,neutral,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-07T19:43:06.547Z,2024-04-07T19:43:06.547Z,approved,2024-11-28,Perfection,"Comfy, cute, functional.","Perfection: Comfy, cute, functional.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-04-02T16:56:11.180Z,2024-04-02T16:56:11.180Z,approved,2024-11-28,5 Stars,It’s very pretty. The seat is comfortable. I can work for hours and barely feel discomfort. The rollers glide like butter!! I’m very happy with this purchase.,5 Stars: It’s very pretty. The seat is comfortable. I can work for hours and barely feel discomfort. The rollers glide like butter!! I’m very happy with this purchase.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive
2024-04-02T16:56:11.000Z,2024-04-02T16:56:11.000Z,approved,2024-11-28,5 Stars,It’s very pretty. The seat is comfortable. I can work for hours and barely feel discomfort. The rollers glide like butter!! I’m very happy with this purchase.,5 Stars: It’s very pretty. The seat is comfortable. I can work for hours and barely feel discomfort. The rollers glide like butter!! I’m very happy with this purchase.,5,1.0,0,0,False,Verve Chair,Coral / Standard,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/files/20220513_VerveChair_FrontPersp_Coral_x280.jpg?v=1695306444,39633980293155,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive
2024-04-01T17:52:32.250Z,2024-04-01T17:52:32.250Z,approved,2024-11-28,Small yet comfortable,"This chair fits me perfectly (I am 5'7-ish), and I can even criss-cross my legs. I love that the chair doesn't creak when I fidget in it. I wish there was a headrest add-on, though.","Small yet comfortable: This chair fits me perfectly (I am 5'7-ish), and I can even criss-cross my legs. I love that the chair doesn't creak when I fidget in it. I wish there was a headrest add-on, though.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,1,negative,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-31T21:57:39.053Z,2024-03-31T21:57:39.053Z,approved,2024-11-28,Branch Verve Chair,"I love everything about the chair except the rollers. We have low pile carpeting, which I indicated when ordering, but I cannot move the chair without great effort with the rollers sent.","Branch Verve Chair: I love everything about the chair except the rollers. We have low pile carpeting, which I indicated when ordering, but I cannot move the chair without great effort with the rollers sent.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,negative
2024-03-30T22:00:37.290Z,2024-03-30T22:00:37.290Z,approved,2024-11-28,Great chair!,Fast shipping… easy to assemble and super comfy chair!,Great chair!: Fast shipping… easy to assemble and super comfy chair!,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-29T21:34:26.460Z,2024-03-29T21:34:26.460Z,approved,2024-11-28,Just built!,"I received my new chair quickly and in good condition. Assembly was easy and done in 10 minutes. The chair was heavier than I had imagined which I attribute to the great seat! I’m looking forward to putting it to use, but so far It appears to be supportive and am able to make easy adjustments for my comfort.","Just built!: I received my new chair quickly and in good condition. Assembly was easy and done in 10 minutes. The chair was heavier than I had imagined which I attribute to the great seat! I’m looking forward to putting it to use, but so far It appears to be supportive and am able to make easy adjustments for my comfort.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-28T21:48:58.220Z,2024-03-28T21:48:58.220Z,approved,2024-11-28,Very Good Chair,"Chair was easy to assemble. Very good features to adjust to your liking. Very comfortable, but the seat cushion is a bit hard after long sessions.","Very Good Chair: Chair was easy to assemble. Very good features to adjust to your liking. Very comfortable, but the seat cushion is a bit hard after long sessions.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,neutral,0,not mentioned,1,negative,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-26T21:33:36.947Z,2024-03-26T21:33:36.947Z,approved,2024-11-28,Back pain is gone!,"My back hurt chronically before I bought this chair. I was initially hesitant because of cost, but after a particularly painful afternoon I decided to just go for it. I’m so glad I did, within a day my pain was gone and I can now work comfortably for 9+ hours! I love the color, and it fits me perfectly.","Back pain is gone!: My back hurt chronically before I bought this chair. I was initially hesitant because of cost, but after a particularly painful afternoon I decided to just go for it. I’m so glad I did, within a day my pain was gone and I can now work comfortably for 9+ hours! I love the color, and it fits me perfectly.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-23T19:47:57.627Z,2024-03-23T19:47:57.627Z,approved,2024-11-28,5 Stars,Wonderful chair. Very comfortable.,5 Stars: Wonderful chair. Very comfortable.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-23T19:47:57.000Z,2024-03-23T19:47:57.000Z,approved,2024-11-28,5 Stars,Wonderful chair. Very comfortable.,5 Stars: Wonderful chair. Very comfortable.,5,1.0,0,0,False,Verve Chair,Galaxy / Standard,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/files/20220513_VerveChair_FrontPersp_DarkBlue_x280.jpg?v=1695306444,39633980260387,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-20T19:46:38.627Z,2024-03-20T19:46:38.627Z,approved,2024-11-28,LOVE my new chair!,The Verve chair is one of the most comfortable desk/office chairs I have ever worked in. It was easy to assemble and looks clean and neat in my space. I have already recommended it to others!,LOVE my new chair!: The Verve chair is one of the most comfortable desk/office chairs I have ever worked in. It was easy to assemble and looks clean and neat in my space. I have already recommended it to others!,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-19T18:30:43.843Z,2024-03-19T18:30:43.843Z,approved,2024-11-28,Very comfy minimalistic chair,Great chair with no issues at all. Set up was very quick and easy and the chair has been incredibly comfortable sitting in,Very comfy minimalistic chair: Great chair with no issues at all. Set up was very quick and easy and the chair has been incredibly comfortable sitting in,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-18T18:38:57.617Z,2024-03-18T18:38:57.617Z,approved,2024-11-28,Where have you been all my life.,"As someone who has been working from home for almost 10 years now, I can not believe I haven't invested in a better chair sooner. This chair has made such a difference for me. I used to be uncomfortable all day long, constantly having to bend forward to properly see my screen, but then lean back again to support my back. Not anymore. I could (and do) spend hours in this thing.","Where have you been all my life.: As someone who has been working from home for almost 10 years now, I can not believe I haven't invested in a better chair sooner. This chair has made such a difference for me. I used to be uncomfortable all day long, constantly having to bend forward to properly see my screen, but then lean back again to support my back. Not anymore. I could (and do) spend hours in this thing.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-17T14:05:25.460Z,2024-03-17T14:05:25.460Z,approved,2024-11-28,Solid and substantial,"Love the different colors they come in for a little pop of color. It is very comfortable, just a little stiff for the seat. However, because of that I haven’t had any stiffness in my back after sitting for long periods. Love it!","Solid and substantial: Love the different colors they come in for a little pop of color. It is very comfortable, just a little stiff for the seat. However, because of that I haven’t had any stiffness in my back after sitting for long periods. Love it!",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,1,negative,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-16T20:43:50.223Z,2024-03-16T20:43:50.223Z,approved,2024-11-28,Chic & Comfortable,"I've been suffering a whole host of aches and pains - shoulder, back, and my bum. I bought some back and bottom support cushions which helped somewhat but ultimately I had a cheap inadequate office chair and a desk at the wrong height. I had to address the real issue once and for all so researched more ergonomic options and that's how I discovered Branch. After reading all the positive reviews, I took the plunge and bought the chair. It's completely worth it. It looks great and more importantly feels great because it's adjusted to fit me and how I like to sit. The difference is noticeably significant. No longer experience pain in my back or bum nor have any cushions to constantly readjust. I still have minor shoulder pain but that has to do with my desk being too high, which means my next step is to purchase a desk from Branch to match my chic office chair!","Chic & Comfortable: I've been suffering a whole host of aches and pains - shoulder, back, and my bum. I bought some back and bottom support cushions which helped somewhat but ultimately I had a cheap inadequate office chair and a desk at the wrong height. I had to address the real issue once and for all so researched more ergonomic options and that's how I discovered Branch. After reading all the positive reviews, I took the plunge and bought the chair. It's completely worth it. It looks great and more importantly feels great because it's adjusted to fit me and how I like to sit. The difference is noticeably significant. No longer experience pain in my back or bum nor have any cushions to constantly readjust. I still have minor shoulder pain but that has to do with my desk being too high, which means my next step is to purchase a desk from Branch to match my chic office chair!",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-14T21:38:10.363Z,2024-03-14T21:38:10.363Z,approved,2024-11-28,Beautiful Chair,Beautiful chair! Quick delivery. Thank you!,Beautiful Chair: Beautiful chair! Quick delivery. Thank you!,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-12T13:14:08.277Z,2024-03-12T13:14:08.277Z,approved,2024-11-28,Solid pick,I used my entire annual work from home budget and then some out of pocket on top for this chair because a high quality office chair was important to me. I've had this about a month with heavy daily use and I've been very satisfied so far. Very comfortable and the construction seems very solid. I'm hopeful this will last much longer than my previous chair. Also very happy to support a local Toronto business.,Solid pick: I used my entire annual work from home budget and then some out of pocket on top for this chair because a high quality office chair was important to me. I've had this about a month with heavy daily use and I've been very satisfied so far. Very comfortable and the construction seems very solid. I'm hopeful this will last much longer than my previous chair. Also very happy to support a local Toronto business.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-11T16:36:54.513Z,2024-03-11T16:36:54.513Z,approved,2024-11-28,Happy Birthday!!,"The chair arrived much faster than expected. It was packaged so well. The assembly took maybe 20 minutes. Everything we needed for assembly was provided.
Today is my husband’s birthday and he is more than happy with the Verve desk chair. The personal adjustments were easy to make for his comfort. We can’t recommend this desk chair highly enough. Extremely well made and comfortable!!Thank you, Branch, for a beautifully made product and comfort to last for years to come!!","Happy Birthday!!: The chair arrived much faster than expected. It was packaged so well. The assembly took maybe 20 minutes. Everything we needed for assembly was provided.
Today is my husband’s birthday and he is more than happy with the Verve desk chair. The personal adjustments were easy to make for his comfort. We can’t recommend this desk chair highly enough. Extremely well made and comfortable!!Thank you, Branch, for a beautifully made product and comfort to last for years to come!!",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-08T05:02:11.550Z,2024-03-08T05:02:11.550Z,approved,2024-11-28,Comfortable & Beautiful!,"I’ve been working in an office forever now and have been wanting to invest in a chair that is comfortable for long hours of sitting (without breaking the bank). This fit the bill perfectly, and the color is a huge bonus! The coral is gorgeous. Also, it couldn’t have been easier to put together :)","Comfortable & Beautiful!: I’ve been working in an office forever now and have been wanting to invest in a chair that is comfortable for long hours of sitting (without breaking the bank). This fit the bill perfectly, and the color is a huge bonus! The coral is gorgeous. Also, it couldn’t have been easier to put together :)",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-03-06T20:52:08.643Z,2024-03-06T20:52:08.643Z,approved,2024-11-28,Great chair,Easy setup. Many possible chair adjustments to get things right for you. Very comfortable,Great chair: Easy setup. Many possible chair adjustments to get things right for you. Very comfortable,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-03-06T20:31:52.533Z,2024-03-06T20:31:52.533Z,approved,2024-11-28,Great!,Great chair! It is stylish and comfortable. Easy to assemble. I didn't realize how bad my old chair was until this one arrived. I would have back pain after sitting for less than an hour in my old chair. Now I'm sitting for hours pain free.,Great!: Great chair! It is stylish and comfortable. Easy to assemble. I didn't realize how bad my old chair was until this one arrived. I would have back pain after sitting for less than an hour in my old chair. Now I'm sitting for hours pain free.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
